50,-0.866666666667
69,-0.454545454545
123,-0.411764705882
119,-0.68
250,-0.75
23,-0.714285714286
62,-0.875
147,-0.478260869565
27,-0.75
24,-0.6
41,-0.8
88,-0.555555555556
18,-0.6
112,-0.739130434783
53,-0.818181818182
40,-0.846153846154
51,-0.8
14,-0.5
17,-0.777777777778
35,-0.75
52,-0.857142857143
185,-0.5
30,-0.833333333333
26,-0.6
28,-0.777777777778
22,-0.6
49,-0.875
19,-0.666666666667
25,-0.714285714286
34,-0.666666666667
65,-0.882352941176
21,-0.8
85,-0.8
105,-0.739130434783
15,-0.666666666667
72,-0.0769230769231
79,-0.75
77,-0.875
55,-0.846153846154
56,-0.833333333333
20,-0.666666666667
76,-0.625
42,-0.714285714286
33,-0.777777777778
67,-0.818181818182
16,-0.714285714286
39,-0.833333333333
95,-0.3
121,-0.842105263158
46,-0.875
68,-0.733333333333
11,-0.333333333333
45,-0.866666666667
