176,-0.448275862069
30,-0.777777777778
101,-0.789473684211
116,-0.4
133,-0.724137931034
35,-0.777777777778
67,-0.454545454545
22,-0.714285714286
13,-0.333333333333
107,-0.285714285714
74,-0.5
53,-0.866666666667
77,-0.75
139,-0.727272727273
68,-0.5
36,-0.777777777778
26,-0.75
91,-0.2
38,-0.75
119,-0.0769230769231
414,-0.714285714286
28,-0.5
64,-0.818181818182
39,-0.666666666667
41,-0.818181818182
51,-0.882352941176
56,-0.789473684211
44,-0.8
32,-0.75
47,-0.846153846154
76,-0.8
71,-0.285714285714
33,-0.777777777778
17,-0.75
7,-0.333333333333
10,-0.5
46,-0.75
34,-0.8
12,-0.333333333333
27,-0.714285714286
45,-0.777777777778
23,-0.5
25,-0.777777777778
29,-0.818181818182
43,-0.857142857143
9,0.0
21,-0.666666666667
49,-0.866666666667
78,-0.84
20,-0.8
52,-0.428571428571
18,-0.5
55,-0.882352941176
24,-0.2
11,0.0
61,-0.875
15,0.0
54,-0.555555555556
65,-0.882352941176
50,-0.833333333333
63,-0.833333333333
2,1.0
98,-0.714285714286
99,-0.384615384615
70,-0.833333333333
31,-0.857142857143
14,-0.714285714286
191,-0.8
42,-0.75
48,-0.142857142857
5,1.0
6,0.0
8,1.0
73,-0.846153846154
